,interested_insurance,created_account,age_by_decade_20s,age_by_decade_30s,age_by_decade_40s,age_by_decade_50s,age_by_decade_60s,age_by_decade_70s,age_by_decade_80s,teens,marital_status_divorced,marital_status_married-civ-spouse,marital_status_married-spouse-absent,marital_status_never-married,marital_status_separated,marital_status_widowed,familiarity_FB_scaled,view_FB_scaled,occupation_level_scaled,education_num_scaled,postcode_encoded_scaled,job_title_encoded_scaled
45,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.8501371558739206,-0.4861286253324327,1.8932795623443743,1.1368709786155062,1.5720497540269436,0.17345620453929916
46,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.8501371558739206,1.0826467999141283,0.5953908869171569,-0.36260982847344253,1.4771330206913067,0.33429306505100337
47,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.4775636549574072,-0.4861286253324327,-0.9620755235955041,1.436767140033296,1.7036262758504401,-1.147703721092557
48,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.4775636549574072,-1.270516337955713,-0.18334231833917355,0.23718249436213698,0.2446552977520231,0.23664211402604013
49,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6401568477921328,-1.270516337955713,-0.18334231833917355,0.23718249436213698,-1.6328574951367922,0.5468274878700411
50,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.5952841577069472,-0.09393476902079245,0.07623541674626994,-0.06271366705565279,0.4827777909511119,-0.9811226869911489
51,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.012730348708646,0.690452943602488,-0.9620755235955041,-0.36260982847344253,-1.2329224612103227,-0.48137958468692515
52,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.222710656790434,1.0826467999141283,0.5953908869171569,2.0365594628688757,1.2887393644440277,-0.7398673962235927
53,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.26758334687561947,1.0826467999141283,-0.7024977885100605,1.1368709786155062,1.101342500028745,-0.4411703695589991
54,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3853038496251595,-0.4861286253324327,0.07623541674626994,-0.36260982847344253,0.5263043676149454,0.9259429447904868
55,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.222710656790434,-0.8783224816440729,0.5953908869171569,-0.06271366705565279,-1.7508111952563408,-0.958145992632334
56,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.222710656790434,-0.09393476902079245,-0.18334231833917355,-2.7617791198157606,-1.2662596102581951,0.23664211402604013
57,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.1049901540408939,-0.4861286253324327,0.07623541674626994,0.23718249436213698,-0.004542660247023279,-0.711146528275074
58,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.26758334687561947,1.4748406562257683,0.5953908869171569,-0.36260982847344253,-0.7955523562599963,1.4429185678638217
59,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.8501371558739206,-0.4861286253324327,-1.2216532586809477,-0.36260982847344253,-1.411569708433639,-0.2114034259708502
60,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.26758334687561947,-1.270516337955713,-0.9620755235955041,1.1368709786155062,-0.6626467786605049,-0.48137958468692515
61,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.222710656790434,-0.8783224816440729,-0.9620755235955041,-2.461882958397971,-0.882384000291664,0.4376881896656704
62,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6401568477921328,1.4748406562257683,1.1145463570880438,-0.36260982847344253,0.32030072233573365,0.5870367029979672
63,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.26758334687561947,1.0826467999141283,1.633701827258931,2.3364556242866654,1.0820711912768186,1.2820817073521176
64,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.5952841577069472,1.4748406562257683,1.633701827258931,-0.06271366705565279,0.005757522016937305,-1.2568430192969275
65,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.26758334687561947,1.4748406562257683,-0.9620755235955041,-0.36260982847344253,0.6739403133983803,-1.3430056231424834
66,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.012730348708646,-1.270516337955713,0.5953908869171569,-0.06271366705565279,0.07298559335268004,-0.6134955772501107
67,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.8501371558739206,-0.8783224816440729,-0.44292005342461704,-0.36260982847344253,1.0177227407890648,-0.30905437699581345
68,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.012730348708646,1.0826467999141283,0.07623541674626994,-0.06271366705565279,0.8704190589496285,0.8742453824831533
69,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.26758334687561947,-0.09393476902079245,-1.481230993766391,-0.06271366705565279,0.1536149770963715,0.7191526955611528
70,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.26758334687561947,1.4748406562257683,-1.481230993766391,-0.06271366705565279,-0.9528239564193944,0.024107691207002405
71,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.1049901540408939,-0.09393476902079245,-1.7408087288518346,1.1368709786155062,0.32306958853572304,0.001130996848187516
72,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.222710656790434,-1.270516337955713,0.33581315183171345,1.1368709786155062,0.6734972948063821,-1.061541117247001
73,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4775636549574072,-1.6627101942673532,0.5953908869171569,-0.06271366705565279,-0.09547222625467532,-0.9294251246838154
74,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.5952841577069472,-0.8783224816440729,-1.481230993766391,-0.06271366705565279,0.7542374331980731,0.6387342653053006
75,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4775636549574072,1.4748406562257683,-1.7408087288518346,-0.36260982847344253,-1.5233211482652114,2.063289315551824
76,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.5952841577069472,-1.270516337955713,-0.18334231833917355,0.8369748171977165,0.8000898574698976,2.0058475796547865
77,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.4775636549574072,-1.6627101942673532,-0.18334231833917355,-1.5621944741446017,-1.370258224729797,-1.0155877285293713
78,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.222710656790434,-0.4861286253324327,-0.9620755235955041,-1.262298312726812,-0.3454454667897187,0.3113163706921885
79,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.222710656790434,0.690452943602488,-1.2216532586809477,-2.461882958397971,-1.5398235908171483,-0.1654500372532204
80,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.012730348708646,1.0826467999141283,-0.44292005342461704,-0.36260982847344253,-1.529412653905188,-0.14821751648410925
81,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.4775636549574072,-0.09393476902079245,1.1145463570880438,1.1368709786155062,0.5611920817348118,0.5410833142803374
82,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6401568477921328,-1.270516337955713,-1.2216532586809477,-0.36260982847344253,1.0054289748611118,0.7076643483817453
83,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.012730348708646,-0.8783224816440729,0.07623541674626994,-0.36260982847344253,1.291286721348018,-0.7570999169927037
84,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.26758334687561947,0.29825908729084777,2.672012767600705,-0.36260982847344253,-1.001556001539208,1.2993142281212287
85,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.26758334687561947,-0.4861286253324327,-1.481230993766391,-0.36260982847344253,-0.2623794807900366,2.3332654742678987
86,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.26758334687561947,0.690452943602488,1.8932795623443743,-0.36260982847344253,1.1085415521487172,0.11027029505255824
87,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.8501371558739206,1.8670345125374086,0.07623541674626994,1.436767140033296,1.545025619915047,0.9259429447904868
88,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.1049901540408939,1.0826467999141283,-1.2216532586809477,-2.161986796980181,-0.48521783256518386,-0.2114034259708502
89,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.012730348708646,1.0826467999141283,0.07623541674626994,2.3364556242866654,1.0624676185808937,-1.2338663249381128
90,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.7578773505416727,-1.6627101942673532,0.8549686220026004,0.23718249436213698,-0.751472006356165,-1.1764245890410754
91,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.4775636549574072,-1.6627101942673532,-0.7024977885100605,-0.06271366705565279,-0.3595113070856649,-0.42393784878988794
92,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.012730348708646,-1.270516337955713,-1.7408087288518346,-0.06271366705565279,0.4274004669513238,-0.6307280980192219
93,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.4775636549574072,-0.09393476902079245,-0.44292005342461704,-0.36260982847344253,0.15859893625635244,-1.2453546721175202
94,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.012730348708646,0.690452943602488,1.1145463570880438,1.1368709786155062,1.4045887262515844,0.5870367029979672
95,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8501371558739206,1.0826467999141283,0.5953908869171569,-0.06271366705565279,0.4264036751193276,-0.5790305357118884
96,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.222710656790434,1.8670345125374086,0.5953908869171569,2.3364556242866654,1.620781799146757,-0.5790305357118884
97,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.012730348708646,-0.09393476902079245,-0.44292005342461704,-0.06271366705565279,0.5662867955427923,-0.02184569751062737
98,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.8501371558739206,-0.09393476902079245,0.07623541674626994,0.8369748171977165,-0.8391896875718293,-0.7570999169927037
99,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8501371558739206,-0.4861286253324327,-0.44292005342461704,-0.36260982847344253,-0.25241156247007474,-0.5732863621221846
100,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.26758334687561947,-0.09393476902079245,0.5953908869171569,1.436767140033296,1.0528319642049304,-0.7398673962235927
101,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.26758334687561947,-0.8783224816440729,0.8549686220026004,1.1368709786155062,1.43703983811546,-0.48712375827662885
102,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3853038496251595,-0.8783224816440729,-0.9620755235955041,1.436767140033296,0.921255442381434,0.42619984248626297
103,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.26758334687561947,-1.270516337955713,1.1145463570880438,-0.06271366705565279,-1.3371425849779237,0.4893857519730039
104,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.012730348708646,-1.270516337955713,0.5953908869171569,-0.36260982847344253,-0.4937459404611512,-0.8202858264794447
105,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.4775636549574072,0.29825908729084777,1.1145463570880438,-0.36260982847344253,1.2504182562361743,0.5583158350494486
106,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.26758334687561947,-0.8783224816440729,-1.481230993766391,-1.5621944741446017,-1.0322350390350905,-1.3832148382704095
107,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.26758334687561947,0.29825908729084777,-0.9620755235955041,-1.262298312726812,-0.6279805738366375,0.3457814122304108
108,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3853038496251595,-0.8783224816440729,-0.44292005342461704,-0.36260982847344253,-1.065572188082963,-0.14821751648410925
109,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3853038496251595,0.29825908729084777,0.33581315183171345,-0.36260982847344253,0.6564410790144474,0.2021770724878178
110,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.26758334687561947,0.690452943602488,-0.44292005342461704,1.1368709786155062,-0.9481722612034122,-0.06205491263855343
111,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.8501371558739206,-0.4861286253324327,-0.44292005342461704,2.0365594628688757,0.7269917897901773,-1.2453546721175202
